Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Sales;Quantity;Discount;Profit;Person
CA-2016-101392;07/12/2016;13/12/2016;Standard Class;AS-10630;Ann Steele;Home Office;United States;Seattle;Washington;98103;West;OFF-ST-10000532;269.36;7;0;70.0336;Anna Andreadi
CA-2016-102085;04/10/2016;09/10/2016;Standard Class;JD-16015;Joy Daniels;Consumer;United States;Seattle;Washington;98115;West;OFF-LA-10002475;29.24;4;0;13.7428;Anna Andreadi
CA-2016-103660;25/08/2016;30/08/2016;Standard Class;MW-18220;Mitch Webber;Consumer;United States;Seattle;Washington;98103;West;TEC-PH-10000895;1007.944;7;0.2;75.5958;Anna Andreadi
CA-2016-103940;17/09/2016;21/09/2016;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Seattle;Washington;98103;West;OFF-ST-10004963;30.28;2;0;1.2112;Anna Andreadi
CA-2016-103940;17/09/2016;21/09/2016;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Seattle;Washington;98103;West;OFF-ST-10000943;57.93;3;0;16.2204;Anna Andreadi
CA-2016-103940;17/09/2016;21/09/2016;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Seattle;Washington;98103;West;FUR-FU-10004671;35.34;2;0;13.4292;Anna Andreadi
CA-2016-103940;17/09/2016;21/09/2016;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Seattle;Washington;98103;West;OFF-BI-10002735;137.24;5;0.2;46.3185;Anna Andreadi
CA-2016-104269;01/03/2016;06/03/2016;Second Class;DB-13060;Dave Brooks;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10004063;457.568;2;0.2;51.4764;Anna Andreadi
CA-2016-104563;07/03/2016;12/03/2016;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Seattle;Washington;98103;West;OFF-AR-10000390;20.65;5;0;9.499;Anna Andreadi
CA-2016-104563;07/03/2016;12/03/2016;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Seattle;Washington;98103;West;OFF-ST-10000934;204.9;5;0;0;Anna Andreadi
CA-2016-104563;07/03/2016;12/03/2016;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Seattle;Washington;98103;West;FUR-CH-10002780;436.704;6;0.2;21.8352;Anna Andreadi
CA-2016-104563;07/03/2016;12/03/2016;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Seattle;Washington;98103;West;FUR-CH-10004495;481.568;2;0.2;54.1764;Anna Andreadi
CA-2016-107818;08/09/2016;14/09/2016;Standard Class;MC-17275;Marc Crier;Consumer;United States;Pasco;Washington;99301;West;OFF-AR-10003045;5.88;2;0;2.646;Anna Andreadi
CA-2016-107818;08/09/2016;14/09/2016;Standard Class;MC-17275;Marc Crier;Consumer;United States;Pasco;Washington;99301;West;FUR-CH-10000454;975.92;5;0.2;121.99;Anna Andreadi
CA-2016-107818;08/09/2016;14/09/2016;Standard Class;MC-17275;Marc Crier;Consumer;United States;Pasco;Washington;99301;West;OFF-AR-10000380;303.84;8;0;91.152;Anna Andreadi
CA-2016-107818;08/09/2016;14/09/2016;Standard Class;MC-17275;Marc Crier;Consumer;United States;Pasco;Washington;99301;West;OFF-ST-10000736;485.88;6;0;19.4352;Anna Andreadi
CA-2016-108861;28/05/2016;01/06/2016;Standard Class;MM-17260;Magdelene Morse;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10003876;136.96;4;0.2;51.36;Anna Andreadi
CA-2016-111059;03/02/2016;06/02/2016;Second Class;TB-21400;Tom Boeckenhauer;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10004593;83.84;2;0.2;27.248;Anna Andreadi
CA-2016-111059;03/02/2016;06/02/2016;Second Class;TB-21400;Tom Boeckenhauer;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10002827;13.272;3;0.2;4.3134;Anna Andreadi
CA-2016-111192;30/07/2016;05/08/2016;Standard Class;TS-21430;Tom Stivers;Corporate;United States;Seattle;Washington;98103;West;FUR-BO-10002916;1367.84;8;0;259.8896;Anna Andreadi
CA-2016-111962;29/09/2016;04/10/2016;Standard Class;EB-14170;Evan Bailliet;Consumer;United States;Seattle;Washington;98115;West;OFF-BI-10001308;10.048;2;0.2;3.14;Anna Andreadi
CA-2016-111962;29/09/2016;04/10/2016;Standard Class;EB-14170;Evan Bailliet;Consumer;United States;Seattle;Washington;98115;West;OFF-ST-10000046;807.75;5;0;153.4725;Anna Andreadi
